StateWellNumber,Aquifer,LatDD,LonDD,Avg_Fl,chtexture_texcl,Well_Depth,slope_l,slope_r,slope_h,elev_l,elev_r,elev_h,sandtotal_l,sandtotal_r,sandtotal_h,claytotal_l,claytotal_r,claytotal_h,om_l,om_r,om_h,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wsatiated_l,wsatiated_r,wsatiated_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,kwfact,kffact,ec_l,ec_r,ec_h,ph_l,ph_r,ph_h,PPT,Tmean,Ag_indicator,LU_Code1
2201301,Dockum,33.975,-100.905556,0.41,Loam,134,0,0.5,1,274,518,762,0,42.09999847,0,15,20,25,1,2,3,4,9,14,0.119999997,0.150000006,0.180000007,0,39,0,20,27.5,35,4,9.5,15,0.28,0.28,0,1,2,6.599999905,7.199999809,7.800000191,575.7179565,16.07989883,0,71
2209401,Dockum,33.816944,-100.961389,1.25,Loam,185,3,12,20,732,1021,1311,35,50.79999924,52,10,19.10000038,25,0.5,1.5,2,4,9,14,0.100000001,0.129999995,0.150000006,37,50,53,22,33,39,6,12,15,0.32,0.32,0,1.399999976,2,6.599999905,7.800000191,8.399999619,567.6079102,16.09000015,0,71
2209701,Dockum,33.778055,-100.963612,1.54,Loam,219,3,12,20,732,1021,1311,35,50.79999924,52,10,19.10000038,25,0.5,1.5,2,4,9,14,0.100000001,0.129999995,0.150000006,37,50,53,22,33,39,6,12,15,0.32,0.32,0,1.399999976,2,6.599999905,7.800000191,8.399999619,566.3809814,16.05999947,0,52
2209801,Dockum,33.767778,-100.921667,0.8,Sandy clay loam,278,3,6,8,670,906,1143,25,42.29999924,70,18,30.10000038,35,0.100000001,0.300000012,0.5,4,9,14,0.079999998,0.129999995,0.170000002,32,40,44,27,38,42,11,18,20,0.32,0.32,1,3.599999905,5,7.900000095,8.300000191,9,568.9799805,16.03999901,0,52
2308203,Dockum,33.995556,-101.046945,2.336666667,Clay loam,400,0,0.5,1,853,1128,1524,25,34.70000076,45,27,28.10000038,40,1.5,2.5,3,1.399999976,5.699999809,14,0.119999997,0.170000002,0.180000007,35,41,47,35,43,56,15,19,28,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,564.8389893,15.56999969,0,71
2308303,Dockum,33.962223,-101.036667,1.95,Clay loam,360,0,0.5,1,853,1128,1524,25,34.70000076,45,27,28.10000038,40,1.5,2.5,3,1.399999976,5.699999809,14,0.119999997,0.170000002,0.180000007,35,41,47,35,43,56,15,19,28,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,565.5089722,15.59999943,0,71
2315603,Dockum,33.823055,-101.127778,2.97,Clay loam,517,0,0.400000006,1,975,1189,1402,10,22,30,35,39.09999847,50,0.100000001,0.25999999,0.5,0.100000001,0.600000024,1,0.150000006,0.170000002,0.200000003,38,44,46,43,48,60,23,27,36,0.37,0.37,0,0.800000012,2,7.900000095,8.100000381,8.399999619,546.5029907,15.62999916,1,82
2316802,Dockum,33.78,-101.065834,2.61,Clay loam,384,0,0.400000006,1,975,1189,1402,10,22,30,35,39.09999847,50,0.100000001,0.25999999,0.5,0.100000001,0.600000024,1,0.150000006,0.170000002,0.200000003,38,44,46,43,48,60,23,27,36,0.37,0.37,0,0.800000012,2,7.900000095,8.100000381,8.399999619,558.2659912,15.68999958,1,82
2323501,Dockum,33.681389,-101.171111,4.598333333,Loam,237,3,4,5,548.5999756,731.5,906.7999878,35,58,70,18,21,35,0.300000012,0.449999988,0.75,4,9,14,0.079999998,0.119999997,0.170000002,35,39,43,28,31,44,9,12,22,0.32,0.32,0,1,2,7.900000095,8.199999809,9,549.5570068,16.29999924,0,71
2323802,Dockum,33.666112,-101.200278,2.625,Loam,465,5,15,20,732,1128,1311,35,49.29999924,75,12,22.60000038,30,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.07,0.090000004,24,38,48,22,32,37,6,13,15,0.17,0.32,0,0.899999976,2,7.900000095,8.399999619,9,550.5750122,15.97999954,0,71
2331301,Dockum,33.598611,-101.155278,3.035,Loam,80,3,4,5,548.5999756,731.5,906.7999878,35,58,70,18,21,35,0.300000012,0.449999988,0.75,4,9,14,0.079999998,0.119999997,0.170000002,35,39,43,28,31,44,9,12,22,0.32,0.32,0,1,2,7.900000095,8.199999809,9,549.4779053,16.45999908,0,52
2331501,Dockum,33.564723,-101.208334,3,Clay loam,180,5,7,8,823,1128,1433,20,32.90000153,60,20,33.5,40,0.050000001,0.100000001,0.5,4,9,14,0.090000004,0.109999999,0.140000001,26,33,42,24,38,49,4,17,27,0.28,0.28,0,0.200000003,1,7.900000095,8.199999809,8.399999619,547.5079956,16.15999985,0,71
2339503,Dockum,33.4425,-101.203612,3.64,Fine sandy loam,40,0,0.5,2,670,914,1158,53,73.19999695,90,3,13,20,0.050000001,0.200000003,0.5,14,28,141,0.100000001,0.119999997,0.150000006,34,41,45,0,24,28,0,7,9,0.24,0.24,0,0.5,1,7.900000095,8.399999619,8.399999619,545.9469604,16.76000023,0,71
2345801,Dockum,33.279444,-101.419722,0.29,Clay loam,750,0,0.5,1,671,1022,1372,0,34.70000076,0,25,32.5,40,0.100000001,0.300000012,0.5,1.399999976,2.700000048,4,0.100000001,0.129999995,0.159999996,0,39,0,20,31.5,43,8,17.5,27,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,542.4160156,17.1099987,0,52
2353202,Dockum,33.238334,-101.445278,0.39,Sandy clay loam,1000,0,0.5,1,853,1120,1524,25,43,65,22,37,40,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.129999995,0.159999996,32,37,44,32,40,51,15,17,29,0.24,0.24,0,1,2,7.900000095,8.5,9,551.4660034,16.62999916,0,52
2353203,Dockum,33.238334,-101.449722,0.2,Sandy clay loam,1065,0,0.5,1,853,1120,1524,25,43,65,22,37,40,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.129999995,0.159999996,32,37,44,32,40,51,15,17,29,0.24,0.24,0,1,2,7.900000095,8.5,9,548.7210083,16.62999916,0,52
2354707,Dockum,33.155001,-101.349445,0.295,Fine sandy loam,658,3,4,5,518,716,914,0,66.09999847,0,10,14,18,0.5,0.75,1,14,28,42,0.100000001,0.119999997,0.140000001,0,40,0,15,20,25,1,4,7,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,560.7739868,17.43000031,0,52
2363501,Dockum,33.042222,-101.17,0.79,Loam,150,1,2,3,671,1022,1372,0,34.70000076,0,25,32.5,40,0.100000001,0.300000012,0.5,1.399999976,2.700000048,4,0.100000001,0.129999995,0.159999996,0,39,0,20,31.5,43,8,17.5,27,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,516.7879639,17.35000038,0,71
2364201,Dockum,33.091389,-101.059723,0.28,Clay loam,65,2,7,12,305,534,762,0,30.20000076,0,35,37.5,40,0.5,1.25,2,0.419999987,1,1.399999976,0.119999997,0.150000006,0.170000002,0,39,0,35,42.5,50,17,23.5,30,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,511.6099854,17.28999901,0,71
2421805,Dockum,33.646667,-102.449722,0.1,Fine sandy loam,2051,0,1,3,792,1097,1524,55,73.09999847,85,6,17.10000038,20,0.5,0.699999988,1,14,28,42,0.090000004,0.109999999,0.150000006,37,43,46,18,29,33,3,11,13,0.32,0.32,0,0.699999988,1,6.599999905,6.900000095,8.399999619,459.1340027,15.28999996,1,82
2701617,Dockum,32.927778,-102.905278,1.25,Loamy fine sand,2150,0,1,3,792,1097,1402,70,87.5,90,3,8.100000381,12,0.5,0.75,0.899999976,42,92,141,0.059999999,0.100000001,0.150000006,35,38,41,0,21,25,0,4,7,0.1,0.1,0,0.5,1,6.599999905,8.100000381,8.399999619,440.0130005,16.02999878,0,23
2706611,Dockum,32.936945,-102.258334,0.275,Sandy clay loam,1380,0,2,3,792,1128,1311,47,70.59999847,80,18,25.39999962,32,0.100000001,0.300000012,0.5,4,9,14,0.090000004,0.119999997,0.140000001,35,36,37,29,36,39,13,17,22,0.15,0.15,0,0.5,1,6.099999905,6.300000191,7.800000191,439.6169739,16.25,1,82
2706612,Dockum,32.938889,-102.259723,2,Sandy clay loam,1380,0,2,3,792,1128,1311,47,70.59999847,80,18,25.39999962,32,0.100000001,0.300000012,0.5,4,9,14,0.090000004,0.119999997,0.140000001,35,36,37,29,36,39,13,17,22,0.15,0.15,0,0.5,1,6.099999905,6.300000191,7.800000191,439.9679871,16.19999886,1,82
2707302,Dockum,32.959445,-102.156667,0.1,Loamy fine sand,1965,1,3,5,792,1097,1555,78,84.90000153,88,5,10.89999962,14,0.300000012,0.5,0.699999988,42,92,141,0.109999999,0.129999995,0.150000006,37,42,48,17,23,26,2,6,9,0.24,0.24,0,0.5,1,6.599999905,8,8.399999619,445.868988,16.25,1,82
2707604,Dockum,32.945556,-102.151667,0.1,Loamy fine sand,1754,0,1,3,792,1097,1555,75,85.19999695,90,4,9,12,0.400000006,0.600000024,0.899999976,42,92,141,0.109999999,0.129999995,0.150000006,37,43,48,16,21,25,1,5,7,0.2,0.2,0,1,2,6.599999905,7.400000095,8.399999619,445.519989,16.25,0,71
2711506,Dockum,32.814445,-102.669722,1.3,Loamy fine sand,5355,0,1,3,792,1097,1524,78,84.90000153,88,5,10.89999962,14,0.300000012,0.5,0.699999988,42,92,141,0.109999999,0.129999995,0.150000006,37,42,48,17,23,26,2,6,9,0.32,0.32,0,0.5,1,6.599999905,8,8.399999619,414.0950012,16.3599987,0,52
2734201,Dockum,32.480278,-102.831389,0.4,Sandy clay loam,4625,0,4,8,762,877,991,0,55.79999924,0,18,26.5,35,0,0.25,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,27.5,35,7,12.5,18,0.2,0.2,0,0,0,6.599999905,7.5,8.399999619,378.5650024,16.89999962,0,52
2750201,Dockum,32.2191667,-102.8313889,1.19,Sandy clay loam,800,0,4,8,762,877,991,0,55.79999924,0,18,26.5,35,0,0.25,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,27.5,35,7,12.5,18,0.2,0.2,0,0,0,6.599999905,7.5,8.399999619,358.7268982,17.25,0,52
2751602,Dockum,32.206667,-102.639445,1.85,Sandy clay loam,1556,0,4,8,762,877,991,0,55.79999924,0,18,26.5,35,0,0.25,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,27.5,35,7,12.5,18,0.2,0.2,0,0,0,6.599999905,7.5,8.399999619,365.4909973,17.64999962,0,21
2752103,Dockum,32.228889,-102.612501,2.65,Sandy clay loam,1634,0,3,5,762,884,1006,0,55.09999847,0,20,27.5,35,0.5,0.75,1,4,9,14,0.100000001,0.129999995,0.159999996,0,44,0,20,27.5,35,7,12,17,0.2,0.2,0,0,0,7.900000095,8.199999809,8.399999619,365.9759827,17.64999962,0,52
2752703,Dockum,32.160556,-102.602223,0.8,Sandy clay loam,1600,0,4,8,762,877,991,0,55.79999924,0,18,26.5,35,0,0.25,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,27.5,35,7,12.5,18,0.2,0.2,0,0,0,6.599999905,7.5,8.399999619,363.6519775,17.75,0,52
2753806,Dockum,32.146111,-102.439445,2.38,Loam,1482,0,1.5,3,762,1205,1463,30,48.09999847,52,15,22.39999962,26,1.5,2.299999952,3,4,9,14,0.100000001,0.140000001,0.159999996,44,46,47,28,38,43,9,15,18,0.37,0.37,0,0.5,1,7.400000095,8,8.399999619,365.2420044,17.84000015,0,71
2755103,Dockum,32.213056,-102.218611,2.692,Sandy clay loam,1600,0,3,5,762,884,1006,0,55.09999847,0,20,27.5,35,0.5,0.75,1,4,9,14,0.100000001,0.129999995,0.159999996,0,44,0,20,27.5,35,7,12,17,0.2,0.2,0,0,0,7.900000095,8.199999809,8.399999619,381.803894,18.01000023,0,21
2755105,Dockum,32.245278,-102.216389,2.48,Sandy clay loam,1750,0,4,8,762,877,991,0,55.79999924,0,18,26.5,35,0,0.25,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,27.5,35,7,12.5,18,0.2,0.2,0,0,0,6.599999905,7.5,8.399999619,383.8278809,17.87999916,0,52
2755401,Dockum,32.204445,-102.235278,3.276666667,Loam,1600,0,2,3,762,1205,1463,30,48.09999847,52,15,22.39999962,26,1.5,2.299999952,3,4,9,14,0.100000001,0.140000001,0.159999996,44,46,47,28,38,43,9,15,18,0.37,0.37,0,0.5,1,7.400000095,8,8.399999619,380.1319885,18.02000046,0,22
2819201,Dockum,32.716389,-101.678055,0.1,Loam,1076,1,2,3,670,906,1143,30,31.20000076,50,18,23.5,27,2,3.5,4,4,9,14,0.150000006,0.180000007,0.189999998,39,46,48,32,41,46,10,16,19,0.37,0.37,0,0.800000012,2,7.400000095,7.599999905,8.399999619,479.1340027,17.27000046,0,52
2819402,Dockum,32.684445,-101.738889,2.19,Fine sandy loam,1390,1,2,3,792,1097,1463,52,65.59999847,80,8,17.29999924,20,0.5,0.699999988,1,14,28,42,0.100000001,0.129999995,0.150000006,38,41,44,20,28,31,4,10,10,0.28,0.28,0,1,2,7.900000095,8,8.399999619,470.6159973,16.71999931,1,82
2819403,Dockum,32.686667,-101.748889,2.56,Fine sandy loam,1390,0,0.5,1,792,1097,1555,55,67.19999695,85,10,14.89999962,15,0.5,0.850000024,1,14,28,42,0.109999999,0.150000006,0.159999996,36,41,48,22,27,28,6,9,9,0.32,0.32,0,0.5,1,6.599999905,8,8.399999619,469.4259949,16.71999931,0,23
2819407,Dockum,32.691945,-101.741389,2.57,Fine sandy loam,1350,0,0.5,1,792,1097,1463,52,65.59999847,80,8,17.29999924,20,0.5,0.699999988,1,14,28,42,0.100000001,0.129999995,0.150000006,38,41,44,20,28,31,4,10,10,0.28,0.28,0,1,2,7.900000095,8,8.399999619,471.0639954,16.69999886,0,22
2819504,Dockum,32.704445,-101.669167,1.6,Clay loam,1060,1,2,3,670,906,1143,25,32.29999924,50,18,31.60000038,35,1.5,2.5,3,4,9,14,0.119999997,0.159999996,0.180000007,42,44,47,31,47,51,12,22,23,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,479.5749817,17.27000046,0,52
2819505,Dockum,32.704445,-101.674167,1.695,Clay loam,1125,1,2,3,670,906,1143,25,32.29999924,50,18,31.60000038,35,1.5,2.5,3,4,9,14,0.119999997,0.159999996,0.180000007,42,44,47,31,47,51,12,22,23,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,478.6489868,17.27000046,0,52
2819604,Dockum,32.698889,-101.659445,1.6,Clay loam,1100,1,2,3,670,906,1143,25,32.29999924,50,18,31.60000038,35,1.5,2.5,3,4,9,14,0.119999997,0.159999996,0.180000007,42,44,47,31,47,51,12,22,23,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,479.9159851,17.27000046,0,52
2827601,Dockum,32.576667,-101.660556,1.8,Clay,1121,1,2,3,670,906,1143,15,21.5,40,28,45,55,0.300000012,0.699999988,0.899999976,0.419999987,1,14,0.100000001,0.119999997,0.140000001,43,46,52,38,54,62,19,32,37,0.32,0.32,0,0.899999976,2,7.900000095,8.199999809,8.399999619,474.0349731,17.09000015,0,52
2828805,Dockum,32.514167,-101.565278,1.955714286,Fine sandy loam,139,0,1,3,792,1097,1524,55,73.09999847,85,6,17.10000038,20,0.5,0.699999988,1,14,28,42,0.090000004,0.109999999,0.150000006,37,43,46,18,29,33,3,11,13,0.32,0.32,0,0.699999988,1,6.599999905,6.900000095,8.399999619,473.7659912,17.23989868,0,23
2830907,Dockum,32.516667,-101.255278,1.18,Clay loam,50,0,0.5,2,670,1097,1433,30,41.20000076,65,22,29.60000038,35,0.300000012,0.460000008,1,4,9,14,0.090000004,0.119999997,0.140000001,35,38,43,32,39,45,14,20,22,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,510.9919739,17.69999886,0,52
2832304,Dockum,32.593889,-101.001945,0.273333333,Fine sandy loam,125,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,539.2808838,17.67000008,0,23
2838103,Dockum,32.498056,-101.353056,1.82,Loam,1000,1,1.5,3,823,1128,1433,25,55.59999847,70,18,24.89999962,35,0.100000001,0.25,0.400000006,4,9,14,0.090000004,0.109999999,0.129999995,35,40,41,23,31,43,3,11,22,0.24,0.24,0,0.100000001,1,7.900000095,8.5,9,490.4639893,17.55999947,0,21
2838601,Dockum,32.4175,-101.278611,0.2,Clay,72,0,0.5,1,335,457,579,0,22.10000038,0,40,50,60,0,0.25,0.5,0.01,0.209999993,0.419999987,0.050000001,0.059999999,0.07,0,38,0,45,52.5,60,19,26.5,34,0.24,0.24,2,6,16,7.900000095,8.5,9,489.6759949,17.75,0,52
2839101,Dockum,32.466667,-101.229444,2.455,Clay loam,110,0,0.5,1,1036,1219,1615,27,53.90000153,70,20,32.5,40,0.100000001,0.200000003,0.400000006,4,9,14,0.07,0.119999997,0.150000006,27,32,39,28,38,49,11,18,26,0.2,0.2,0,1,2,7.900000095,8.199999809,8.399999619,505.9689941,17.72999954,1,82
2839109,Dockum,32.459723,-101.2375,3.37,Clay loam,210,0,0.5,1,1036,1219,1615,27,53.90000153,70,20,32.5,40,0.100000001,0.200000003,0.400000006,4,9,14,0.07,0.119999997,0.150000006,27,32,39,28,38,49,11,18,26,0.2,0.2,0,1,2,7.900000095,8.199999809,8.399999619,504.4609985,17.72999954,0,21
2846801,Dockum,32.276667,-101.309445,1.635,Sandy clay loam,221,1,2,3,792,1097,1463,30,48.5,70,20,33.59999847,40,0.100000001,0.25,0.5,4,9,14,0.090000004,0.109999999,0.129999995,34,39,42,27,38,48,8,16,23,0.2,0.2,0,1,2,7.900000095,8.399999619,9,479.5669861,17.77999878,1,82
2846802,Dockum,32.276389,-101.309445,2.445,Sandy clay loam,175,1,2,3,792,1097,1463,30,48.5,70,20,33.59999847,40,0.100000001,0.25,0.5,4,9,14,0.090000004,0.109999999,0.129999995,34,39,42,27,38,48,8,16,23,0.2,0.2,0,1,2,7.900000095,8.399999619,9,479.5669861,17.77999878,1,82
2864501,Dockum,32.046945,-101.080555,0.465,Silt loam,47,1,2,3,610,724,838,0,6.800000191,0,24,31.5,35,0.100000001,0.300000012,0.5,4,9,14,0.119999997,0.150000006,0.180000007,0,40,0,31,35.5,40,13,16.5,20,0.43,0.43,0,1,2,7.900000095,8.199999809,8.399999619,513.3689575,17.79999924,0,52
2901601,Dockum,32.938889,-100.898056,0.226666667,Fine sandy loam,147,2,10,20,624.7999878,701,807.7000122,53,63,78,5,12,18,0.100000001,0.550000012,1,4,9,14,0.079999998,0.119999997,0.150000006,33,41,46,15,20,28,1,5,9,0.28,0.28,0,0.5,2,7.900000095,8.199999809,8.399999619,536.2709961,17.29999924,0,71
2909302,Dockum,32.8583333,-100.8986111,0.87,Clay,115,3,15,30,655.2999878,746.7999878,838.2000122,5,15,35,40,50,60,0.5,1.25,2,0.01,0.209999993,0.419999987,0.119999997,0.150000006,0.170000002,35,42,46,40,55,60,19,26,31,0.28,0.28,0,1,2,7.400000095,8,9,540.9209595,17.35000038,0,71
2909813,Dockum,32.7508333,-100.9188889,0.81,Silty clay loam,227,1,2,3,365,701,823,17,35,53,20,28,35,0.25,0.5,0.75,4,9,14,0.100000001,0.150000006,0.180000007,33,38,46,28,34,43,11,16,25,0.43,0.43,0,1,2,7.900000095,8.199999809,8.399999619,543.3999634,17.42000008,0,23
2910602,Dockum,32.793889,-100.778333,1.18,Fine sandy loam,285,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,553.7589722,17.51000023,0,21
2910902,Dockum,32.79,-100.785834,3.07,Fine sandy loam,297,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,552.6939697,17.51000023,0,52
2917308,Dockum,32.7172222,-100.9136111,0.8,Fine sandy loam,173,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,543.1170044,17.46999931,0,24
2917309,Dockum,32.7175,-100.895,1.04,Fine sandy loam,215,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,543.5219727,17.45999908,0,23
2917704,Dockum,32.641667,-100.974167,1.35,Silty clay loam,382,1,2,3,365,701,823,17,35,53,20,28,35,0.25,0.5,0.75,4,9,14,0.100000001,0.150000006,0.180000007,33,38,46,28,34,43,11,16,25,0.43,0.43,0,1,2,7.900000095,8.199999809,8.399999619,541.2600098,17.60000038,0,52
2917706,Dockum,32.6425,-100.971389,1.04,Silty clay loam,220,1,2,3,365,701,823,17,35,53,20,28,35,0.25,0.5,0.75,4,9,14,0.100000001,0.150000006,0.180000007,33,38,46,28,34,43,11,16,25,0.43,0.43,0,1,2,7.900000095,8.199999809,8.399999619,541.2600098,17.60000038,1,82
2918401,Dockum,32.685834,-100.845556,1.993333333,Fine sandy loam,218,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,546.407959,17.44999886,0,31
2919204,Dockum,32.730278,-100.690834,1.01,Fine sandy loam,40,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,566.2529907,17.51000023,0,71
2919205,Dockum,32.728889,-100.693056,1.035,Fine sandy loam,80,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,566.0459595,17.54999924,0,23
2920701,Dockum,32.655556,-100.610001,0.74,Silty clay,180,1,2,3,335,488,640,17,29.60000038,0,35,40,45,0.5,0.75,1,1.399999976,2.700000048,4,0.119999997,0.150000006,0.180000007,0,42,0,30,40,50,15,22.5,30,0.24,0.24,0,0,0,7.900000095,8.199999809,8.399999619,575.9489746,17.62999916,1,82
2925405,Dockum,32.558612,-100.976111,0.33,Fine sandy loam,510,1,2,3,457.2000122,617.2000122,944.9000244,40,55,65,18,28,35,0,0.25,0.5,4,9,14,0.079999998,0.150000006,0.170000002,35,38,41,25,38,45,13,19,25,0.24,0.24,0,0,2,6.400000095,7.5,8.399999619,539.7189941,17.77000046,0,71
2927301,Dockum,32.605278,-100.640834,2.31,Loam,140,1,2,3,671,907,1143,0,34.70000076,50,20,27.5,35,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,30,40,8,16,24,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,569.4899902,17.55999947,0,71
2927303,Dockum,32.607223,-100.631667,1.26,Loam,85,3,4,5,671,907,1143,0,34.70000076,50,20,27.5,35,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.129999995,0.150000006,0,37,0,20,30,40,8,16,24,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,570.2550049,17.55999947,0,22
2935811,Dockum,32.389445,-100.683611,1.96,Fine sandy loam,160,1,2,3,518,716,914,0,66.09999847,0,10,14,18,0.5,0.75,1,14,28,42,0.100000001,0.119999997,0.140000001,0,40,0,15,20,25,1,4,7,0.28,0.28,0,1,2,7.900000095,8.199999809,8.399999619,558.6159668,17.59000015,0,52
2936109,Dockum,32.49,-100.5883333,1.945,Loam,170,1,3,5,671,907,1143,0,34.40000153,0,20,28,35,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.140000001,0.180000007,0,40,0,25,32.5,40,11,17.5,24,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,551.8309937,17.62999916,0,52
2936504,Dockum,32.443889,-100.545,1.31,Clay,160,0,0.5,1,457,730,866,15,22.10000038,0,40,50,60,0.5,0.75,1,0.01,0.209999993,0.419999987,0.090000004,0.119999997,0.140000001,0,41,0,50,60,70,29,36,44,0.17,0.24,0,1,2,7.400000095,7.699999809,8.399999619,542.6959839,17.61999893,0,21
2936529,Dockum,32.443056,-100.545834,1.225,Clay,200,0,0.5,1,457,730,866,15,22.10000038,0,40,50,60,0.5,0.75,1,0.01,0.209999993,0.419999987,0.090000004,0.119999997,0.140000001,0,41,0,50,60,70,29,36,44,0.17,0.24,0,1,2,7.400000095,7.699999809,8.399999619,542.6959839,17.61999893,1,82
2943606,Dockum,32.295278,-100.633055,0.67,Loam,210,1,3,5,671,907,1143,0,34.40000153,0,20,28,35,0.100000001,0.300000012,0.5,4,9,14,0.100000001,0.140000001,0.180000007,0,40,0,25,32.5,40,11,17.5,24,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,566.2369995,17.55999947,1,82
4408604,Dockum,31.934167,-101.031944,0.83,Loam,292,3,10,30,602,754.4000244,838.2000122,23,30,40,20,24,27,3,7,12,4,9,14,0.039999999,0.079999998,0.100000001,9,17,36,28,35,40,7,15,20,0.05,0.24,0,1,2,7.400000095,8,8.399999619,513.7189941,17.70999908,0,52
4436809,Dockum,31.396111,-101.545556,2.5,Silty clay,700,1,2,3,457,648,838,0,7.699999809,0,35,42.5,50,0.5,0.75,1,1.399999976,2.700000048,4,0.140000001,0.170000002,0.200000003,0,41,0,37,48.5,60,20,29,38,0.32,0.32,0,1,2,7.900000095,8.199999809,8.399999619,451.0309753,17.97999954,0,52
4460803,Dockum,31.041667,-101.560556,2.506666667,Silty clay,440,0,1,2,457,648,838,0,7.599999905,0,30,37.5,45,0.200000003,0.349999994,0.5,1.399999976,2.700000048,4,0.140000001,0.170000002,0.200000003,0,36,0,30,39.5,49,15,22.5,30,0.37,0.37,0,1,2,7.900000095,8.199999809,8.399999619,456.3819885,17.84000015,0,52
4461705,Dockum,31.018055,-101.459445,1.5,Loam,660,0,3,5,335,777,1219,0,42.09999847,0,10,20,30,1,2,3,4,9,14,0.079999998,0.109999999,0.140000001,0,34,0,25,32.5,40,8,14,20,0.24,0.43,0,0,0,7.900000095,8.199999809,8.399999619,467.6749878,17.94999886,0,52
4535315,Dockum,31.488056,-102.649445,1.225,Fine sand,445,8,12,15,15,633,1250,0,94.40000153,0,1,5,9,0.5,0.75,1,42,92,141,0.02,0.050000001,0.079999998,0,37,0,0,12.5,25,0,1.5,3,0.1,0.1,0,1,2,6.099999905,7.300000191,8.399999619,343.3439941,18.73989868,0,52
4536301,Dockum,31.493334,-102.532778,1.5,Loam,259,1,3,5,701,884,1067,0,45.29999924,0,5,11.5,18,0.100000001,0.300000012,0.5,14,28,42,0.02,0.039999999,0.050000001,0,31,0,15,18.5,22,2,4.5,7,0.17,0.32,0,1,2,7.900000095,8.199999809,8.399999619,344.7879944,18.64999962,0,52
